time,201801,201802,201803,201804,201805
11:29:00,300,300,300,300,300
11:29:01,300,300,300,300,300
11:29:02,300,300,300,300,300
11:29:03,300,300,300,300,300
11:29:04,300,300,300,300,300
11:29:05,300,300,300,300,300
11:29:06,300,300,300,300,300
11:29:07,300,300,300,300,300
11:29:08,300,300,300,300,400
11:29:09,300,300,300,300,400
11:29:10,300,300,300,300,500
11:29:11,300,300,300,300,600
11:29:12,300,300,300,300,600
11:29:13,300,300,400,300,600
11:29:14,300,300,400,300,600
11:29:15,300,300,400,300,600
11:29:16,300,300,500,300,600
11:29:17,300,300,500,300,600
11:29:18,300,300,500,300,600
11:29:19,300,300,600,300,600
11:29:20,300,400,600,300,600
11:29:21,300,400,600,300,600
11:29:22,300,400,600,300,600
11:29:23,400,500,600,300,600
11:29:24,400,500,600,300,600
11:29:25,400,500,600,300,600
11:29:26,400,600,600,300,600
11:29:27,500,600,600,300,600
11:29:28,500,600,600,300,700
11:29:29,500,600,600,300,700
11:29:30,600,600,600,300,800
11:29:31,600,600,600,300,800
11:29:32,600,600,600,300,900
11:29:33,600,600,600,300,900
11:29:34,600,600,600,300,900
11:29:35,600,600,600,300,900
11:29:36,600,600,600,300,900
11:29:37,600,600,600,400,900
11:29:38,600,600,600,400,1000
11:29:39,600,600,600,500,1100
11:29:40,600,600,600,500,1200
11:29:41,600,600,600,600,1300
11:29:42,600,600,700,600,1500
11:29:43,600,600,800,600,1600
11:29:44,600,600,900,600,1700
11:29:45,600,600,900,600,1700
11:29:46,600,700,900,600,1700
11:29:47,600,800,900,600,1700
11:29:48,700,900,900,600,1700
11:29:49,800,900,900,600,1800
11:29:50,900,900,900,600,1800
11:29:51,900,900,1000,600,1800
11:29:52,900,900,1100,600,1900
11:29:53,900,900,1200,600,2000
11:29:54,1000,900,1400,600,2100
11:29:55,1100,900,1500,600,2300
11:29:56,1200,1000,1700,600,2400
11:29:57,1300,1000,1700,600,2500
11:29:58,1400,1100,1700,600,2600
11:29:59,1500,1100,1800,600,2600
11:30:00,1600,1300,1800,600,2700
