time,201804
11:29:00,300
11:29:01,300
11:29:02,300
11:29:03,300
11:29:04,300
11:29:05,300
11:29:06,300
11:29:07,300
11:29:08,300
11:29:09,300
11:29:10,300
11:29:11,300
11:29:12,300
11:29:13,300
11:29:14,300
11:29:15,300
11:29:16,300
11:29:17,300
11:29:18,300
11:29:19,300
11:29:20,300
11:29:21,300
11:29:22,300
11:29:23,300
11:29:24,300
11:29:25,300
11:29:26,300
11:29:27,300
11:29:28,300
11:29:29,300
11:29:30,300
11:29:31,300
11:29:32,300
11:29:33,300
11:29:34,300
11:29:35,300
11:29:36,300
11:29:37,400
11:29:38,400
11:29:39,500
11:29:40,500
11:29:41,600
11:29:42,600
11:29:43,600
11:29:44,600
11:29:45,600
11:29:46,600
11:29:47,600
11:29:48,600
11:29:49,600
11:29:50,600
11:29:51,600
11:29:52,600
11:29:53,600
11:29:54,600
11:29:55,600
11:29:56,600
11:29:57,600
11:29:58,600
11:29:59,600
11:30:00,600
