time,201805
11:29:00,300
11:29:01,300
11:29:02,300
11:29:03,300
11:29:04,300
11:29:05,300
11:29:06,300
11:29:07,300
11:29:08,400
11:29:09,400
11:29:10,500
11:29:11,600
11:29:12,600
11:29:13,600
11:29:14,600
11:29:15,600
11:29:16,600
11:29:17,600
11:29:18,600
11:29:19,600
11:29:20,600
11:29:21,600
11:29:22,600
11:29:23,600
11:29:24,600
11:29:25,600
11:29:26,600
11:29:27,600
11:29:28,700
11:29:29,700
11:29:30,800
11:29:31,800
11:29:32,900
11:29:33,900
11:29:34,900
11:29:35,900
11:29:36,900
11:29:37,900
11:29:38,1000
11:29:39,1100
11:29:40,1200
11:29:41,1300
11:29:42,1500
11:29:43,1600
11:29:44,1700
11:29:45,1700
11:29:46,1700
11:29:47,1700
11:29:48,1700
11:29:49,1800
11:29:50,1800
11:29:51,1800
11:29:52,1900
11:29:53,2000
11:29:54,2100
11:29:55,2300
11:29:56,2400
11:29:57,2500
11:29:58,2600
11:29:59,2600
11:30:00,2700
